"ToxPi Score","HClust Group","KMeans Group","Name","Source","Infection Rate: Transmissible Cases!20!0xcc3333ff","Infection Rate: Disease Spread!5!0xe64d4dff","Pop Concentration: Pop Mobility!10!0x57b757ff","Pop Concentration: Residential Density!5!0x5ced5cff","Intervention: Vaccines!15!0x4258c9ff","Intervention: Social Distancing!5!0x6079f7ff","Intervention: Testing!5!0x7d90f3ff","Health & Environment: Hospital Beds!10!0x6b0b9eff","Health & Environment: Hospital Ventilators!10!0x7e24aeff","Health & Environment: Pop Demographics!3!0x933fbfff","Health & Environment: Air Pollution!3!0xa95ad2ff","Health & Environment: Age Distribution!3!0xc177e7ff","Health & Environment: Co-morbidities!3!0xdb95feff","Health & Environment: Health Disparities!3!0xe1a6ffff"
"0.6956639769747498","6","8","Oklahoma, Ottawa","-94.8101,36.8353","0.7674585397845717","0.7362162795084934","0.5499215543058749","0.9166","0.7865731462925852","1.0","0.5645287376974694","0.24271844660194175","1.0","0.6333439423503682","0.4131736526946108","0.579673914473061","0.5346833758940509","0.64095998535017"
"0.684045176061867","2","8","Texas, Bell","-97.4785,31.0374","0.8758150034656667","0.9260232254754818","0.6671763288205065","0.8405","0.6132264529058116","1.0","0.4313161364564231","0.8446601941747572","0.4","0.6515040177453816","0.4251497005988024","0.37162696325125594","0.3304317576283016","0.4153737953342665"
"0.6829514165918422","2","8","Missouri, Taney","-93.0408,36.6547","0.8357082592415157","0.83575567942128","0.575690420805266","0.9526","0.749498997995992","1.0","0.40847827846775764","0.9029126213592233","0.26","0.3904210894579381","0.407185628742515","0.6335581539925471","0.36406681576932387","0.5275320764789928"
"0.67853994312314","2","8","Texas, Webb","-99.3324,27.761","0.9281039010418454","0.8611429802540844","0.6352741962406732","0.8497","0.6132264529058116","1.0","0.4669705428606201","0.8737864077669902","0.32","0.18865734109909102","0.3233532934131737","0.3213436387749264","0.32484913996656384","0.8130785341595016"
"0.6714903741624657","2","3","Kentucky, Laurel","-84.1132,37.1098","0.9538441469157707","0.9280713315166842","0.5976914265639237","0.7447","0.7374749498997996","1.0","0.5274637722655151","0.7281553398058253","0.1","0.22787559532245655","0.4191616766467066","0.5287228277828","0.5162555610999866","0.5581133547566106"
"0.6702291384455077","2","8","Tennessee, Putnam","-85.5065,36.1401","0.8348291591428216","0.7835262030964812","0.6166297835697243","0.546","0.6703406813627255","1.0","0.5748904654183289","0.8640776699029126","0.43","0.3995131916895983","0.39520958083832336","0.5472454870957077","0.40092502923304","0.4711275657943422"
"0.6668853991890651","8","10","Georgia, Colquitt","-83.7678,31.1881","0.6634561416171169","0.6952167656280943","0.5758263324986739","0.9491","0.9128256513026053","1.0","0.5207816225262056","0.8446601941747572","0.09","0.6701970292344505","0.47904191616766467","0.504194780386106","0.5274228850505384","0.7513684256676749"
"0.6604849492643623","2","3","Georgia, Stewart","-84.8321,32.08","0.8644785272320208","0.8229048301584786","0.4482264598853721","0.7759","0.8827655310621243","0.5","0.6287161267738532","0.6616504854368932","0.2023","0.7089659711458394","0.47904191616766467","0.5142005305328247","0.49677267168273626","0.7203746364641492"
"0.6569317197686843","2","8","Missouri, McDonald","-94.3487,36.6287","0.7765847995516374","0.7666042787880454","0.5117043229530747","0.68","0.8366733466933868","1.0","0.579636527501831","0.627378640776699","0.3688","0.5280030450934311","0.40119760479041916","0.5092312328105775","0.39139104738641495","0.6372911088150776"
"0.6565292864132499","8","8","Georgia, Muscogee","-84.8714,32.5093","0.5268230419852648","0.5648252720766925","0.7319244797402832","0.8596","0.7715430861723447","1.0","0.5315833869047374","0.6699029126213591","0.68","0.6514846149130232","0.532934131736527","0.44674408486908573","0.480820648047788","0.5363512839372291"
"0.6560830330012256","2","3","Kentucky, Knox","-83.854,36.8923","1.0","0.9753784800828589","0.5680869622421494","0.8173","0.7595190380761523","0.825","0.44587342554320836","0.4854368932038835","0.12","0.25126579218262585","0.4131736526946108","0.558371441896005","0.5894668583449472","0.5752288036783476"
"0.6558464804844876","2","8","Missouri, Jasper","-94.3405,37.2035","0.7838390515231193","0.7480819817997874","0.6202488066298036","0.5813","0.7134268537074148","1.0","0.38174176865882026","0.9126213592233009","0.34","0.47861426851993827","0.4191616766467066","0.5067215141840639","0.4257720480136531","0.47711175981932846"
"0.6521837999347184","2","8","Missouri, Greene","-93.3423,37.2576","0.7939312154561557","0.7938805719426434","0.6899375675991466","0.8087","0.6743486973947896","1.0","0.38297023079076203","0.8349514563106796","0.27","0.4418108971008954","0.4251497005988024","0.5310891329236117","0.37893246460865054","0.33897812832190294"
"0.6521732630468509","10","8","Arkansas, Garland","-93.1492,34.5769","0.6096309234206526","0.6052475946777458","0.6248585937025662","0.8313","0.7104208416833667","1.0","0.6563271197512948","0.7669902912621359","0.55","0.5301987100388617","0.4131736526946108","0.667774075480636","0.42837129876669267","0.4556598594289691"
"0.6495458041337915","8","10","Virginia, Roanoke City","-79.9619,37.2779","0.561841740737984","0.5843074095795016","0.7676863805478356","0.7431","0.935871743486974","1.0","0.31082819782608534","0.7961165048543689","0.36","0.5900286210558274","0.3592814371257485","0.5334405085950897","0.43372989685226515","0.5003403881260317"
"0.6451689962846401","8","10","Georgia, Crisp","-83.7681,31.9229","0.45600954120567594","0.5158251013540852","0.5792013921834247","0.9475","0.9108216432865732","1.0","0.6852150519596911","0.9320388349514562","0.22","0.6040134819263561","0.47904191616766467","0.5712984652022484","0.5423985091231329","0.6963413332919934"
"0.6443603736266155","10","8","North Carolina, Pitt","-77.3735,35.5954","0.6309143679110144","0.6163397450221302","0.6317855958321373","0.9647","0.6472945891783567","1.0","0.4143381483216136","0.9126213592233009","0.47","0.62688003493712","0.407185628742515","0.4407808887294848","0.3491812434594535","0.5050962539623637"
"0.6405970592562826","8","8","Georgia, Hall","-83.819,34.3221","0.6102070509756267","0.5816401547454008","0.6647965633568796","0.6527","0.8096192384769539","1.0","0.4642281981388476","0.970873786407767","0.31","0.524827699958846","0.44910179640718567","0.49129758316188105","0.3253028253667078","0.46338045073661543"
"0.6405498149826953","2","8","Tennessee, Madison","-88.8408,35.6118","0.7088850214690092","0.6887641968670386","0.6222173949103611","0.7017","0.6533066132264529","1.0","0.5987432940237017","0.8543689320388349","0.3","0.5960635261312414","0.4191616766467066","0.5334405085950897","0.49993217123769657","0.4066624995715628"
"0.6402698891328288","10","8","Alabama, Mobile","-88.2084,30.7847","0.6438767906487024","0.643952817417023","0.670417053788488","0.723","0.7244488977955912","1.0","0.48562182797045933","0.7864077669902912","0.36","0.684276049562229","0.4670658682634731","0.5191044408593759","0.4579982025513245","0.4887548383135207"
"0.6399248560483689","10","8","Mississippi, Harrison","-89.1247,30.5136","0.6218539160062119","0.6394718876627908","0.6575437610044575","0.8637","0.6963927855711423","1.0","0.5658657592680728","0.7281553398058253","0.44","0.5892054384249623","0.407185628742515","0.48601108590571473","0.42962773853850844","0.5904155278510881"
"0.6376795622678347","10","8","North Carolina, Onslow","-77.4291,34.7261","0.648724526019192","0.6654783743454498","0.623714437681591","0.8017","0.68436873747495","1.0","0.5328966473966469","0.9223300970873786","0.4","0.6022919371518151","0.38922155688622756","0.3087088081983978","0.31302981666007246","0.4091192770618855"
"0.635835877266351","8","10","Virginia, Petersburg City","-77.3937,37.2053","0.5896718456316946","0.5625030907707694","0.7585121005887018","0.8898","0.9819639278557114","1.0","0.2953109641504434","0.5922330097087378","0.11","0.6958177327180848","0.3712574850299401","0.5449798764246452","0.6525530991509025","0.6404486462047846"
"0.6355517073536465","8","10","Georgia, Spalding","-84.2801,33.2631","0.5474128753295673","0.6088495160672737","0.6471125231935764","0.724","0.935871743486974","1.0","0.5269574407018285","0.6504854368932039","0.29","0.6191339561438748","0.4970059880239522","0.560557323866868","0.5025205988144655","0.6187230304026367"
"0.6353549307265157","8","10","Georgia, Bibb","-83.7049,32.809","0.5298636213676032","0.5481753605161286","0.7158685861352855","0.865","0.8547094188376754","1.0","0.5430279012794073","0.7184466019417476","0.3","0.6119945855099477","0.4970059880239522","0.5067215141840639","0.4611791734829718","0.587569129794516"
"0.6343502675123662","10","8","Texas, Hunt","-96.0855,33.1235","0.6376322182970395","0.6986734430239858","0.5942475279297503","0.9545","0.6132264529058116","1.0","0.5818838553567386","0.970873786407767","0.23","0.5643542160286464","0.44311377245508987","0.5310891329236117","0.3846682702847873","0.5292699271178215"
"0.6342763143083633","6","8","Oklahoma, Delaware","-94.8033,36.4082","0.6125175176726734","0.6017468971048404","0.49673783944606276","0.4117","0.7705410821643287","1.0","0.6271295399225896","0.3106796116504854","1.0","0.5718384626144565","0.4191616766467066","0.6899835619092616","0.4528054773187476","0.6469135377825976"
"0.634030309687908","8","8","North Carolina, Scotland","-79.4758,34.8386","0.611901407968776","0.5996291733346276","0.5942342207762943","0.9965","0.7024048096192385","0.825","0.45451968050359576","0.8932038834951457","0.19","0.9335712223392009","0.43113772455089816","0.5561726637917245","0.5829923183214187","0.6548945220704852"
"0.6334992845654646","8","10","Virginia, Danville City","-79.404,36.5802","0.5616868672270547","0.5505616884837509","0.702972127357475","0.8841","1.0","1.0","0.4245803225884874","0.5825242718446602","0.18","0.6539689534213116","0.4191616766467066","0.6207997313712245","0.440853882118605","0.5868881113164246"
"0.6332047646950374","2","8","Missouri, Newton","-94.3394,36.9052","0.7636569415768025","0.7715697978889801","0.5816839334283557","0.4422","0.844689378757515","1.0","0.476065405300293","0.970873786407767","0.0","0.4357781190515768","0.4191616766467066","0.5691748594129424","0.35549108494551135","0.35447550737572203"
"0.6331287658544488","8","8","Georgia, Richmond","-82.0703,33.3578","0.5059051879547519","0.5062703333912275","0.7170668328967399","0.9261","0.7755511022044088","1.0","0.5121247591447055","0.7572815533980582","0.4","0.654749997272397","0.4970059880239522","0.46408171358848016","0.45212157955859555","0.630556377441926"
"0.6328503510465535","10","8","Missouri, St. Louis City","-90.2435,38.6356","0.5799319779637421","0.6111234123301659","0.8242153034590445","0.7985","0.6432865731462926","1.0","0.3752590121515651","0.8252427184466019","0.39","0.602618024529475","0.5089820359281437","0.44674408486908573","0.5132880228892721","0.5010693673576931"
"0.6328328386689095","8","8","Missouri, Buchanan","-94.8014,39.6582","0.6351704372713567","0.6283885842273007","0.6425091932495344","0.8571","0.7444889779559118","1.0","0.4062655930289491","0.9320388349514562","0.23","0.48834049077904923","0.43113772455089816","0.5239446622367122","0.4557853563010153","0.4035548607436509"
"0.6307142743777513","8","10","South Carolina, Jasper","-81.0249,32.4317","0.4612231452064933","0.4870524959186555","0.5143987071140352","0.9226","0.7975951903807615","1.0","0.5391056422468645","0.970873786407767","0.38","0.6892877168542497","0.43113772455089816","0.560557323866868","0.4970268893608641","0.6508306959965245"
"0.6305864207095823","10","8","Mississippi, Hinds","-90.4444,32.2656","0.5627914457683636","0.5831554611224058","0.6708971046359709","0.872","0.6713426853707415","1.0","0.5479470758247967","0.8058252427184466","0.44","0.5489572562650358","0.4610778443113772","0.46124754169706367","0.46541955999952234","0.5799433699768832"
"0.6298325636652633","10","8","North Carolina, Edgecombe","-77.5944,35.9123","0.5791636208424344","0.5692755717431447","0.5759854423565465","0.9089","0.7174348697394789","0.825","0.3794892186400586","0.8737864077669902","0.41","0.7109065462602644","0.43113772455089816","0.5878652729484978","0.532676103550438","0.6132205028345896"
"0.6297465656517385","2","3","Missouri, Dunklin","-90.0912,36.2717","0.7796041022524182","0.7797072167100184","0.547595090902592","0.6316","0.8036072144288577","1.0","0.5402148521121486","0.5740776699029126","0.0675","0.5038101307895055","0.4970059880239522","0.5775976316230177","0.6216857679494185","0.6929432654563521"
"0.6286227641443374","10","8","Arkansas, Washington","-94.218,35.9768","0.5860558293500033","0.5508995123208769","0.6455934933684224","0.8825","0.6743486973947896","1.0","0.5920732216169606","0.8349514563106796","0.5","0.5101972448661501","0.4131736526946108","0.39950476257029566","0.3102842949863696","0.39787877822644774"
"0.6262175285495141","10","8","Alabama, Lauderdale","-87.6562,34.9017","0.5985813583010224","0.5957108841387323","0.6011044155713755","0.5622","0.6923847695390781","1.0","0.5904553404160305","0.7961165048543689","0.56","0.4948796712908293","0.47904191616766467","0.6056629582719985","0.3798815353709968","0.35730519183635306"
"0.6260531093318515","8","10","Georgia, Charlton","-82.1395,30.7837","0.6749973294838173","0.6810573523831117","0.4647484693499957","0.7536","0.9559118236472945","0.75","0.6189653612132966","0.6087378640776699","0.1516","0.7579762957495378","0.3532934131736527","0.5067215141840639","0.4538783801121803","0.7607004256274654"
"0.6260181091777542","8","8","North Carolina, Wilson","-77.918,35.7063","0.5615746737000245","0.5387214962513678","0.6302507702623684","0.8644","0.6763527054108217","1.0","0.42809053898824617","0.5825242718446602","0.69","0.6538680981926205","0.4610778443113772","0.558371441896005","0.41386583654236786","0.5932222008390468"
"0.62582317191894","10","8","Alabama, Calhoun","-85.8263,33.7748","0.5793187680334031","0.5478606884248158","0.6179997020686236","0.6492","0.7234468937875751","1.0","0.561567408207634","0.7572815533980582","0.44","0.5817020624544216","0.5269461077844312","0.5539608364828539","0.5430519957701405","0.5271007930359048"
"0.6255149964514527","8","10","Georgia, Clayton","-84.3559,33.5419","0.5471091947050624","0.5712446075504561","0.7491096797949353","0.7746","0.9018036072144289","1.0","0.4692709951260724","0.6310679611650486","0.24","0.7020310850022745","0.5089820359281437","0.3087088081983978","0.40289115408689796","0.6790226567326544"
"0.6254549983730169","8","8","Arkansas, Sebastian","-94.2716,35.1961","0.6254884621987462","0.6024565453221301","0.6514281151834136","0.6998","0.7715430861723447","1.0","0.6094013669241801","0.7572815533980582","0.24","0.6139979932089248","0.4550898203592814","0.5166605513962695","0.41291234500271545","0.4737386412645846"
"0.6252157016752894","8","10","Georgia, Lowndes","-83.2706,30.8357","0.5482868370788643","0.6001728147352984","0.6257183421499444","0.9398","0.8296593186372745","1.0","0.5139506208884972","0.7961165048543689","0.19","0.6185469146023642","0.44311377245508987","0.41269877075759065","0.48245512578516947","0.6175114158099234"
"0.6251121405731864","10","8","North Carolina, Cumberland","-78.8262,35.0476","0.6403249197364201","0.6559487204637885","0.6740987200810862","0.8567","0.6112224448897795","1.0","0.5092087802493876","0.7184466019417476","0.41","0.7512898271753541","0.4550898203592814","0.40284731239848715","0.3869382851246069","0.47104751009204476"
"0.6238945057880706","10","6","Virginia, Norfolk City","-76.2642,36.8993","0.48718378483431396","0.5296662574441057","0.8242305710829707","0.9411","0.6703406813627255","1.0","0.5020744990233758","0.7572815533980582","0.51","0.6618789893360938","0.34730538922155696","0.38232698451072306","0.3945436820199197","0.48439149975577556"
"0.6238890514938552","10","8","Kansas, Wyandotte","-94.7638,39.1173","0.667597198063721","0.6390766343820452","0.7132492112934719","0.6686","0.6783567134268538","1.0","0.47450695359957823","0.7184466019417476","0.26","0.6747129674931698","0.4251497005988024","0.41912465076501093","0.47493283449097784","0.6839913181346998"
"0.6238769209545573","8","10","Georgia, Butts","-83.9544,33.2831","0.5848751298249439","0.5892926201448714","0.5410957643976465","0.8319","0.9378757515030061","1.0","0.3325971439345105","0.970873786407767","0.0","0.5732649966661342","0.4970059880239522","0.5142005305328247","0.4292784715715709","0.5640529791924209"
"0.6232727260610894","7","3","Missouri, Webster","-92.8763,37.2814","0.8113106341991853","0.8166124726254756","0.5473153493831291","0.8335","0.7324649298597194","1.0","0.4602927114728663","0.6224271844660194","0.1502","0.3352780589065399","0.39520958083832336","0.5166605513962695","0.38113096078130526","0.4925990864929802"
"0.6228429988000014","7","8","Mississippi, Adams","-91.3533,31.4767","0.7181953767790661","0.72327187645506","0.5879328131862639","0.9742","0.7134268537074148","0.75","0.7050879251767489","0.7184466019417476","0.0","0.6609942129585932","0.3592814371257485","0.5734100391661536","0.50220042050166","0.701579350037321"
"0.6227330042360768","8","10","Virginia, Wise","-82.6241,36.9746","0.5761141332683057","0.5982417541625664","0.5669892516323992","0.9325","0.8166332665330661","1.0","0.5186249006831777","0.9320388349514562","0.09","0.3657062307933953","0.39520958083832336","0.5561726637917245","0.5093977624063348","0.6283153022296543"
"0.6219409794527035","2","8","Louisiana, St. Martin","-91.614,30.1311","0.6590877242910015","0.6581946987383868","0.5576258484609803","0.5053","0.7715430861723447","1.0","0.45259936610189977","0.7864077669902912","0.33","0.6398716917353167","0.39520958083832336","0.4886637078344629","0.48707166053543577","0.5286469217734676"
"0.6212813385061722","8","8","Alabama, Tallapoosa","-85.7983,32.867","0.6455470440746497","0.6450245093051162","0.5365739958548955","0.8685","0.751503006012024","1.0","0.4839512242984091","0.39805825242718446","0.54","0.5832139959147069","0.502994011976048","0.626321192473144","0.462348771541813","0.5621042707961037"
"0.6208481652843498","8","10","Georgia, Rockdale","-84.022,33.6515","0.4938175838486904","0.5458276773844414","0.6829186090506778","0.1627","0.9308617234468939","1.0","0.4645479862751213","0.7766990291262136","0.5","0.6766572226096423","0.5149700598802395","0.46968620728685795","0.4596797899632085","0.4736681534903984"
"0.6208342680545779","7","8","Oklahoma, Comanche","-98.472,34.6597","0.6515317744371902","0.6328586520828416","0.6010166046032063","0.9163","0.6703406813627255","1.0","0.5792655384928315","0.8058252427184466","0.21","0.7961562554643344","0.3532934131736527","0.42544161229202965","0.3681596912334738","0.4526629178959133"
"0.6206921966488776","8","10","Virginia, Fredericksburg City","-77.4922,38.2978","0.5141141237417907","0.5565088150898906","0.7882977564226704","0.9109","0.9629258517034068","1.0","0.419766528578066","0.7184466019417476","0.19","0.6253985409612007","0.34730538922155696","0.38232698451072306","0.33890334950248274","0.2859754399763297"
"0.6204732102301862","8","10","West Virginia, Cabell","-82.2386,38.4242","0.5491125525277546","0.5578818097221382","0.6511842580142736","0.808","0.8216432865731462","1.0","0.3881805481307593","0.8446601941747572","0.29","0.35895508022420575","0.44311377245508987","0.5755097168756041","0.5605176153521687","0.4324586026634447"
"0.6204297485337147","8","8","North Carolina, Robeson","-79.1025,34.6424","0.6135057858486357","0.5838496733881543","0.5853089601519642","0.9698","0.7875751503006012","1.0","0.4721174656490824","0.5436893203883496","0.2","1.0","0.4251497005988024","0.49129758316188105","0.5810636510878822","0.6826268589182356"
"0.6202813516755066","8","10","Georgia, Thomas","-83.9185,30.8639","0.5795434746742116","0.6070815251631899","0.5759889773044112","0.8093","0.8787575150300602","1.0","0.5313222419047555","0.8252427184466019","0.04","0.6432532501580688","0.49101796407185627","0.5627304600978258","0.4060733464819049","0.5986140311122378"
"0.6200853325250312","8","8","West Virginia, Raleigh","-81.2456,37.7694","0.6431008780393511","0.6521234704481674","0.5640356126095196","0.7074","0.8236472945891783","1.0","0.4366930405055366","0.6893203883495145","0.29","0.42716892904582365","0.3712574850299401","0.6114115319998742","0.5824614796703392","0.4667551437605421"
"0.6200638827951208","2","3","Tennessee, Henry","-88.3012,36.3316","0.8273876927401944","0.823914399149265","0.5596111934631978","0.2748","0.6923847695390781","1.0","0.5706510756162211","0.7572815533980582","0.08","0.46448163612949844","0.44311377245508987","0.6595100604482558","0.514464289646014","0.5041329210484851"
"0.6199200324596046","10","8","Arkansas, Pulaski","-92.3136,34.7705","0.6633105554893617","0.6619651806159631","0.6963462560851937","0.631","0.6222444889779559","1.0","0.5229729148433397","0.7766990291262136","0.38","0.619022121459988","0.4670658682634731","0.49908933331939354","0.3907720264324182","0.28471114122249785"
"0.6195869882306053","8","8","Arkansas, Union","-92.5975,33.1689","0.6409727095050476","0.6370939069154558","0.5438377821284267","0.503","0.7164328657314629","0.825","0.7147193270733253","0.970873786407767","0.22","0.6245395674969564","0.407185628742515","0.5561726637917245","0.4704171185860402","0.4905416186100319"
"0.6187095723373676","8","8","Mississippi, Lee","-88.6815,34.2919","0.4794485986712651","0.45939281704541446","0.6115966046444041","0.7663","0.7454909819639278","1.0","0.6729182855598689","0.7087378640776699","0.63","0.5535565884353952","0.44910179640718567","0.49129758316188105","0.3924202255671683","0.4813639166301612"
