"ToxPi Score","HClust Group","KMeans Group","Name","Source","Infection Rate: Transmissible Cases!25!0xcc3333ff","Infection Rate: Disease Spread!5!0xe64d4dff","Pop Concentration: Pop Mobility!10!0x57b757ff","Pop Concentration: Residential Density!10!0x5ced5cff","Intervention: Social Distancing!10!0x4258c9ff","Intervention: Testing!10!0x6079f7ff","Health & Environment: Pop Demographics!10!0x6b0b9eff","Health & Environment: Air Pollution!10!0x8e26c4ff","Health & Environment: Age Distribution!10!0x9a42c8ff","Health & Environment: Co-morbidities!10!0xb460e0ff","Health & Environment: Health Disparities!10!0xc885ecff","Health & Environment: Hospital Beds!5!0xdeb9f1ff"
"0.6969043229578376","3","1","Mississippi, Leake","-89.524,32.7537","0.7651919617850281","0.1855783308931186","0.45100231942438607","0.922","1.0","1.0","0.881903907530112","0.4251497005988024","0.5117241638959221","0.5367340782201216","0.7004578435270726","0.5531259077348442"
"0.6873641329875612","3","1","Mississippi, Neshoba","-89.1173,32.7534","0.7208389947315123","0.11928919937901959","0.5404065469824364","0.8316","1.0","1.0","0.9079795552428814","0.44311377245508987","0.5215324091055006","0.6072142978867505","0.6484228481638843","0.4600802919793608"
"0.6777525388540278","3","1","Oklahoma, Muskogee","-95.378,35.6132","0.7499208808225446","0.15753652058432924","0.5432766023059175","0.9529","1.0","0.8678718354817234","0.8557885949620264","0.43113772455089816","0.540406913436432","0.5460418242973885","0.6018984949406856","0.35802856670349964"
"0.6766473844556745","3","1","Oklahoma, Cherokee","-94.9998,35.9069","0.7328903568689877","0.1773585762280941","0.5282109781128398","0.9761","1.0","0.8678718354817234","0.7159105431778136","0.4191616766467066","0.5357771420024626","0.5575544031222016","0.6974239625247267","0.4783531686818802"
"0.6736585292005897","3","1","Texas, Angelina","-94.609,31.2546","0.8492852332304213","0.4726877998421085","0.6030565529156242","0.9452","1.0","0.7091302853713174","0.5817100538098164","0.407185628742515","0.526341402378779","0.43279206461772884","0.6704651744978141","0.370586939353336"
"0.6724936959041639","3","1","Texas, Cherokee","-95.1656,31.8373","0.8184723834179292","0.41886979510905537","0.5537841155300733","0.9217","1.0","0.7091302853713174","0.6487803339639094","0.4191616766467066","0.5561726637917245","0.4597078151552864","0.6387936368675766","0.4866496307522044"
"0.6709797692660661","3","1","North Carolina, Robeson","-79.1025,34.6424","0.6984092090983968","0.14136178861788642","0.5853089601519642","0.9698","1.0","0.6289596861057067","1.0","0.4251497005988024","0.49129758316188105","0.5810636510878822","0.6826268589182356","0.41267351749283776"
"0.6705081100487956","3","2","Texas, Lamar","-95.574,33.6698","0.9240364506886295","0.6245483572809012","0.5639272621024375","0.6902","1.0","0.7091302853713174","0.6530377492771542","0.4131736526946108","0.5918944128138512","0.42676486145509723","0.5519804339503518","0.31775482516620146"
"0.6700163244389141","3","1","Oklahoma, Okfuskee","-96.3264,35.4649","0.76631878012626","0.14403583215464408","0.42699131862009554","0.9137","0.675","0.8678718354817234","0.8292342977019945","0.38323353293413176","0.5648909983668218","0.691890445677054","0.7944879287264447","0.4801776631703816"
"0.6699636442489698","3","1","Oklahoma, Ottawa","-94.8101,36.8353","0.7743580180722673","0.20332355816226785","0.5499215543058749","0.9166","1.0","0.8678718354817234","0.6333439423503682","0.4131736526946108","0.579673914473061","0.5346833758940509","0.64095998535017","0.40152093660092114"
"0.6650164787796055","3","1","Oklahoma, Choctaw","-95.5477,34.0281","0.7480377590289333","0.20236988847583626","0.47674890748220555","0.8243","0.825","0.8678718354817234","0.8465124031479393","0.39520958083832336","0.6170727822364962","0.4985030164410888","0.759722680264913","0.4609708740842531"
"0.6635811897233905","3","1","Mississippi, Bolivar","-90.8737,33.797","0.7633306218023119","0.15118490345231111","0.5505761179941897","0.8386","1.0","1.0","0.5719289354048858","0.43712574850299407","0.49908933331939354","0.5391339041864256","0.6945258492111486","0.35973195338281294"
"0.6631789968895011","3","1","Texas, Polk","-94.8277,30.7947","0.7984795350283657","0.5081399097356541","0.5369161874012801","0.9319","0.825","0.7091302853713174","0.6484245670469726","0.4131736526946108","0.5918944128138512","0.501172400779815","0.6165997981530508","0.5305147288382512"
"0.6631501786775877","3","1","Texas, Gregg","-94.8159,32.4794","0.836104652107018","0.4941157760814253","0.6743786538798262","0.951","1.0","0.7091302853713174","0.6379441555530592","0.43113772455089816","0.504194780386106","0.33203519445214247","0.5355594470512675","0.353354947833947"
"0.6624418324011249","3","1","Mississippi, Scott","-89.5379,32.4067","0.6888653497083332","0.1311590802440165","0.511291950664052","0.7711","1.0","1.0","0.6652825357182343","0.43113772455089816","0.5016507991249867","0.668779319283212","0.7075774720589249","0.4719203784418221"
"0.6621092108324604","3","1","Oklahoma, Seminole","-96.6169,35.1648","0.7297580319680768","0.1767857142857141","0.492871906192129","0.7841","1.0","0.8678718354817234","0.7712982766673198","0.38323353293413176","0.5670390838965326","0.5438866971377391","0.687208685353355","0.5321343613595505"
"0.6587136364360969","3","1","Georgia, Toombs","-82.3296,32.1206","0.7122332135099999","0.14821852731591426","0.56395776524687","0.9223","1.0","0.7512795436093994","0.6431084214766375","0.4610778443113772","0.540406913436432","0.5652367670639868","0.6958677814069966","0.47198624293310953"
"0.6586188912818426","3","1","Mississippi, Yazoo","-90.3966,32.7789","0.7035333594896466","0.14605014191106952","0.5170101176610407","0.9405","0.825","1.0","0.6688548696948388","0.4131736526946108","0.45839165180163993","0.6120445373720291","0.6760224451482187","0.5797607939420073"
"0.658352000942879","3","1","North Carolina, Scotland","-79.4758,34.8386","0.6355428893997312","0.09450171821305843","0.5942342207762943","0.9965","1.0","0.6289596861057067","0.9335712223392009","0.43113772455089816","0.5561726637917245","0.5829923183214187","0.6548945220704852","0.42965914244880454"
"0.6579075461961237","3","1","Mississippi, Simpson","-89.9172,31.9128","0.7024703484342028","0.14218086842964442","0.5209002868581619","0.8437","1.0","1.0","0.5925891759484382","0.4131736526946108","0.5494974081927578","0.605627527677214","0.669449157422817","0.4032816267144372"
