"ToxPi Score","HClust Group","KMeans Group","Name","Source","Infection Rate: Disease Spread!15!0xcc3333ff","Infection Rate: Transmissible Cases!15!0xe64d4dff","Pop Concentration: Pop Mobility!15!0x57b757ff","Pop Concentration: Residential Density!10!0x5ced5cff","Intervention: Social Distancing!15!0x4258c9ff","Intervention: Testing!5!0x6079f7ff","Healthcare: Age Distribution!10!0x9a42c8ff","Healthcare: Co-morbidities!10!0xb460e0ff","Healthcare: Health Disparities!10!0xc885ecff","Healthcare: Hospital Beds!5!0xdeb9f1ff"
"0.7634295344816994","5","8","Georgia, Randolph","-84.7573,31.7662","0.971428571428571","0.8724129223892207","0.483375819250107","0.8873","1.0","0.8958402118085176","0.6406572602088578","0.5816329923477018","0.6470584224080549","0.4046602576559435"
"0.7611619432780333","5","8","Virginia, Petersburg City","-77.3937,37.2053","1.0","0.46853523820957893","0.7585121005887018","0.8898","1.0","0.9535262505590936","0.5449798764246452","0.7279090511209542","0.7493123187993811","0.2868919924728384"
"0.7569438134954449","5","8","Georgia, Colquitt","-83.7678,31.1881","0.931034482758621","0.6136463555517845","0.5758263324986739","0.9491","1.0","0.8958402118085176","0.504194780386106","0.6409488235246864","0.868943574554564","0.46902781573331914"
"0.7557400834732941","5","8","Georgia, Crisp","-83.7681,31.9229","0.914285714285714","0.6703201564835853","0.5792013921834247","0.9475","1.0","0.8958402118085176","0.5712984652022484","0.6554853710936309","0.7352068311328076","0.4200385008884034"
"0.7474461660521433","5","8","Georgia, Sumter","-84.1982,32.0365","0.933920704845815","0.7825852418185499","0.5656318808450623","0.979","0.825","0.8958402118085176","0.5334405085950897","0.6281685811374421","0.7482184558453305","0.4489068676546298"
"0.7431453554091947","5","8","Georgia, Terrell","-84.4407,31.7753","0.906542056074766","0.8381855252817444","0.5620011888128879","0.9433","1.0","0.8958402118085176","0.5858342498966352","0.5580863861893102","0.6793650122568397","0.0"
"0.742726023306308","5","8","Alabama, Barbour","-85.3871,31.8683","1.0","0.43296057648793285","0.5432794017173901","0.9889","1.0","0.9896490710955665","0.579673914473061","0.6785394874421413","0.7485796104729557","0.4302174822509245"
"0.7424281859727475","5","8","Georgia, Early","-84.9026,31.3216","0.867768595041322","0.8266731783794757","0.48912046458879027","0.8039","1.0","0.8958402118085176","0.5918944128138512","0.698146731642999","0.6221783036677098","0.45465426931404546"
"0.7399304034155286","5","8","Virginia, Emporia City","-77.5341,36.6946","1.0","0.5817752807257439","0.7057924439353598","0.8656","1.0","0.9535262505590936","0.542700408721451","0.4804167038031104","0.7296156256102528","0.22557397432959575"
"0.7390406075170327","5","8","Georgia, Turner","-83.6207,31.7161","0.947368421052632","0.7279759459233333","0.5412850671727503","0.9666","1.0","0.8958402118085176","0.579673914473061","0.6125221409108894","0.6977863701760776","0.0"
