"ToxPi Score","HClust Group","KMeans Group","Name","Source","Infection Rate: Disease Spread!15!0xcc3333ff","Infection Rate: Transmissible Cases!15!0xe64d4dff","Pop Concentration: Pop Mobility!15!0x57b757ff","Pop Concentration: Residential Density!10!0x5ced5cff","Intervention: Social Distancing!15!0x4258c9ff","Intervention: Testing!5!0x6079f7ff","Healthcare: Age Distribution!10!0x9a42c8ff","Healthcare: Co-morbidities!10!0xb460e0ff","Healthcare: Health Disparities!10!0xc885ecff","Healthcare: Hospital Beds!5!0xdeb9f1ff"
"0.7710415468035889","3","7","Virginia, Galax City","-80.917,36.666","0.96875","0.6839327381170972","0.7034837461964067","0.9188","1.0","0.9682531919625995","0.6661358670949733","0.5428553928775343","0.7434883275114161","0.1836022098079947"
"0.7387229825265874","3","7","North Carolina, Robeson","-79.1025,34.6424","0.835913312693498","0.5997683598007342","0.5853089601519642","0.9698","1.0","0.8984577290084576","0.49129758316188105","0.6757662527478241","0.8020373996628143","0.41267351749283776"
"0.7283395615831094","3","7","Texas, Potter","-101.894,35.4013","0.789907312049434","0.7118007055926944","0.6549458485849775","0.985","1.0","0.9183391290019208","0.42544161229202965","0.4586184757846079","0.7861039769031515","0.32484149718559024"
"0.7166226634712386","3","7","North Carolina, Vance","-78.4067,36.3688","0.741496598639456","0.6171585719517837","0.6149459266384973","0.9172","1.0","0.8984577290084576","0.5670390838965326","0.5465462294619065","0.7111430394797327","0.4625808699932369"
"0.7150456404617773","3","7","Missouri, Buchanan","-94.8014,39.6582","0.893564356435644","0.6673366566598736","0.6425091932495344","0.8571","1.0","0.8803279249086085","0.5239446622367122","0.5560777796693605","0.4858726487124714","0.3944553649782495"
"0.7089101208025018","3","7","Iowa, Woodbury","-96.0459,42.3898","0.916025192442267","0.779434839614302","0.6782553211350489","0.7911","1.0","0.7485024615617769","0.4965101409658336","0.42909617946246187","0.4931346951627356","0.30669210533634633"
"0.7076663556251466","3","7","Iowa, Wapello","-92.4095,41.0306","0.963636363636364","0.6774146366603917","0.5995607192899727","0.7752","1.0","0.7485024615617769","0.560557323866868","0.5232106142074667","0.5200389675358897","0.34030839221081577"
"0.704446136049778","3","7","Virginia, Emporia City","-77.5341,36.6946","0.617021276595745","0.6996270629799917","0.7057924439353598","0.8656","1.0","0.9682531919625995","0.542700408721451","0.4804167038031104","0.7296156256102528","0.22557397432959575"
"0.7009138080456617","3","7","North Carolina, Lenoir","-77.6425,35.2403","0.649484536082474","0.540985949171381","0.5960858195732576","0.9672","1.0","0.8984577290084576","0.6017807168377609","0.5685215732411624","0.7561144194458539","0.37474371446521143"
"0.6986834803280768","3","7","North Carolina, Richmond","-79.7449,35.0042","0.65","0.5438219091315256","0.5893251167144115","0.9102","1.0","0.8984577290084576","0.558371441896005","0.6428253478666207","0.7473786882287713","0.40558680468862746"
"0.6927708970616812","2","7","Indiana, Cass","-86.3483,40.7614","0.864533696392103","0.8740455903012716","0.5682286882376971","0.5088","0.825","0.8271463106887738","0.560557323866868","0.6094936819755722","0.5962648411580235","0.4681578058740708"
"0.6925394083367326","2","7","Iowa, Crawford","-95.382,42.0372","0.951612903225806","0.7187018825510914","0.5973518427672669","0.8583","0.75","0.7485024615617769","0.5561726637917245","0.41595015968892074","0.627633809835254","0.5182513695820467"
"0.6913431911263165","2","7","South Carolina, Williamsburg","-79.7277,33.6219","0.722689075630252","0.6308194181495154","0.47104705901374555","0.9717","0.75","1.0","0.6037268925796017","0.7294418941247265","0.6432469071073986","0.5896521587749732"
"0.6898159520870457","3","7","North Carolina, Wilkes","-81.1623,36.2084","0.956989247311828","0.623059532670489","0.5434573805942663","0.4578","1.0","0.8984577290084576","0.6281436499318728","0.561870505844546","0.5627995220177744","0.48574737958841274"
"0.6876954226240024","3","7","Texas, Lamar","-95.574,33.6698","0.894736842105263","0.5601053312160952","0.5639272621024375","0.6902","1.0","0.9183391290019208","0.5918944128138512","0.5221579416727289","0.6141961641576918","0.31775482516620146"
"0.6874623470572717","3","7","Mississippi, Neshoba","-89.1173,32.7534","0.609195402298851","0.6960296764395285","0.5404065469824364","0.8316","1.0","0.6323018891722638","0.5215324091055006","0.7069003849568803","0.6659283894387374","0.5030525019230301"
