"ToxPi Score","HClust Group","KMeans Group","Name","Source","Infection Rate: Disease Spread!15!0xcc3333ff","Infection Rate: Transmissible Cases!15!0xe64d4dff","Pop Concentration: Pop Mobility!10!0x57b757ff","Pop Concentration: Residential Density!10!0x5ced5cff","Intervention: Testing!15!0x4258c9ff","Intervention: Social Distancing!15!0x6079f7ff","Healthcare: Hospital Beds!5!0x9a42c8ff","Healthcare: Age Distribution!5!0xb460e0ff","Healthcare: Co-morbidities!5!0xc885ecff","Healthcare: Health Disparities!5!0xdeb9f1ff"
"0.8103799211460909","7","5","Alabama, Greene","-87.9568,32.855","0.923076923076923","0.58754877346463","0.47483267480086483","0.9554","0.9794281020884574","1.0","0.45518589551171373","0.626321192473144","0.9390297730462283","0.8564348163989737"
"0.7859830579297052","7","5","Arkansas, St. Francis","-90.7483,35.022","1.0","0.5654201822196806","0.509142944524598","0.9908","0.7717425753975508","1.0","0.37538479186532797","0.5166605513962695","0.9524805700326807","0.8637610833989349"
"0.7837032364674716","7","5","Alabama, Sumter","-88.1992,32.5912","1.0","0.5841776222084417","0.44490150693438224","0.9866","0.9794281020884574","0.75","0.4467923892758004","0.5561726637917245","0.9657372814368939","0.9015422080855537"
"0.7817618891711959","7","10","Texas, Donley","-100.814,34.9652","1.0","0.7689875248754255","0.48170434760483566","0.5186","1.0","1.0","0.0","0.6758588134982833","0.8384229833173058","0.8133847167723788"
"0.7790003454421575","7","5","Virginia, Greensville","-77.5635,36.6788","1.0","0.478275907817089","0.5363848283544073","0.9567","0.9640472794805531","1.0","0.0","0.5067215141840639","0.9039277521075568","0.8562184239497841"
"0.7715639226908757","7","5","Virginia, Petersburg City","-77.3937,37.2053","1.0","0.4313445114374739","0.7585121005887018","0.8898","0.9640472794805531","0.75","0.2868919924728384","0.5449798764246452","0.9603164339482312","0.9062905770403162"
"0.767372049212866","7","5","Alabama, Barbour","-85.3871,31.8683","1.0","0.4153131503396726","0.5432794017173901","0.9889","0.9794281020884574","0.75","0.4302174822509245","0.579673914473061","0.9423981991175916","0.8965688276965695"
"0.7647189240415916","7","5","Virginia, Mecklenburg","-78.3613,36.6788","0.916666666666667","0.5856703451850629","0.5415633065277308","0.7265","0.9640472794805531","0.825","0.4200357990221128","0.7021046890169179","0.9315334266180884","0.8304250791224023"
"0.764557969668745","7","5","Georgia, McDuffie","-82.4825,33.4785","1.0","0.5255313461665352","0.5614188949636156","0.8854","0.9062972990817478","0.75","0.46837809321920515","0.5517358041566147","0.9432349304823284","0.8886868398446703"
"0.7641445427912088","7","5","Texas, Washington","-96.4095,30.215","0.911764705882353","0.5256070999124139","0.5512007986198245","0.8892","1.0","0.75","0.49857259159406986","0.6335581539925471","0.8665929723340898","0.8412501232795206"
"0.7634636950540145","7","5","Georgia, Mitchell","-84.1938,31.2248","0.893129770992366","0.74644313338042","0.5268764659985251","0.9592","0.9062972990817478","0.575","0.5602788063448255","0.5287228277828","0.9122930201565382","0.9332157044354739"
"0.7631648028257202","7","5","Virginia, Hopewell City","-77.2975,37.2919","1.0","0.48182338794453183","0.7304967166315459","0.6523","0.9640472794805531","0.825","0.33365227512449014","0.526341402378779","0.9419802977458593","0.8831166457269259"
"0.7621006794140333","7","5","Alabama, Tallapoosa","-85.7983,32.867","0.924528301886792","0.5645413071755735","0.5365739958548955","0.8685","0.9794281020884574","0.75","0.42367880495752996","0.626321192473144","0.9226971095316504","0.8036753561560777"
"0.7620308515369035","7","5","Georgia, Turner","-83.6207,31.7161","0.928571428571429","0.6880202199401657","0.5412850671727503","0.9666","0.9062972990817478","0.75","0.0","0.579673914473061","0.9275554932984205","0.8989506458410612"
"0.7587334517597697","7","5","Alabama, Randolph","-85.4571,33.2953","0.954545454545455","0.5312301481441956","0.5142029044399483","0.8157","0.9794281020884574","0.75","0.5149839655901237","0.6189409155096902","0.9250285442406284","0.8102986866407293"
"0.7583872022900884","7","5","Georgia, Dooly","-83.7975,32.1563","1.0","0.656851325415943","0.5232783811967191","0.8727","0.9062972990817478","0.75","0.0","0.5878652729484978","0.920995358531851","0.9274807784349103"
"0.7564503299588684","7","5","South Carolina, Clarendon","-80.2165,33.6661","0.925","0.638196189655503","0.49253173013435386","0.9615","0.7958875324891607","0.75","0.4448771151184942","0.6527643232093532","0.9156219274480533","0.8804286066987688"
"0.7559605517982476","7","5","Alabama, Clarke","-87.8355,31.681","1.0","0.46562728101463685","0.5176173844872425","0.7345","0.9794281020884574","0.825","0.40825979662044476","0.5998243249034969","0.9537336769806368","0.8429923191766086"
"0.7543935480312507","7","5","Georgia, Upson","-84.3002,32.8792","0.957446808510638","0.6077644983164793","0.5787923206866958","0.7644","0.9062972990817478","0.75","0.38226919900747225","0.579673914473061","0.9004442258908344","0.874573162153661"
"0.7536238553333857","7","5","Texas, Polk","-94.8277,30.7947","1.0","0.3144262497207715","0.5369161874012801","0.9319","1.0","0.75","0.5305147288382512","0.5918944128138512","0.9066051178714866","0.9125517231792478"
"0.7535397794471027","7","5","Kansas, Seward","-100.8507,37.1932","1.0","0.2959896848103279","0.49669258835714986","0.8771","0.9943758403668713","1.0","0.37541844792260465","0.3530812563017395","0.7945967940846438","0.9290173383871658"
"0.7529645432068819","7","5","Texas, Caldwell","-97.6181,29.8367","1.0","0.29688092563547536","0.555417448095714","0.9631","1.0","0.75","0.6323066919203503","0.46968620728685795","0.8590282374479048","0.9205920543846706"
"0.7525556452782035","7","5","Texas, Pecos","-102.7241,30.781","1.0","0.20088193709118607","0.44762217299577256","0.9691","1.0","1.0","0.44604990848265696","0.44674408486908573","0.801865181912799","0.9203635730344241"
"0.752135551955171","7","5","Georgia, Butts","-83.9544,33.2831","0.888888888888889","0.5399966474587645","0.5410957643976465","0.8319","0.9062972990817478","0.825","0.5606427445563879","0.5142005305328247","0.9110514496397119","0.8302762792909987"
"0.751592538576038","7","5","Georgia, Macon","-84.0423,32.3521","0.944444444444444","0.5727884865376336","0.42647695604398733","0.9201","0.9062972990817478","0.75","0.40233847151532526","0.5357771420024626","0.9470554162874665","0.9329351394360533"
"0.751564700819904","7","5","Georgia, Colquitt","-83.7678,31.1881","0.95","0.6041397285623529","0.5758263324986739","0.9491","0.9062972990817478","0.575","0.46902781573331914","0.504194780386106","0.9408607189839749","0.9610469533650334"
"0.7501191238180631","7","5","Virginia, Portsmouth City","-76.3597,36.8591","0.9375","0.4491200281415891","0.7789831370172744","0.7469","0.9640472794805531","0.75","0.40474278532235325","0.49129758316188105","0.8941450449841584","0.8584288659918917"
"0.7499327464652771","7","5","Arkansas, Crittenden","-90.3084,35.2125","0.895348837209302","0.5985169539504211","0.6105246694755192","0.8504","0.7717425753975508","1.0","0.0","0.46689449529952165","0.9605752480310593","0.8525107473520979"
"0.7494092065688516","7","5","Alabama, Chambers","-85.3907,32.9136","0.922619047619048","0.7298837605121857","0.5030102219240805","0.7943","0.9794281020884574","0.575","0.41294514501788987","0.5978576089534523","0.9473317772415906","0.814636425656863"
"0.7490989982075064","7","5","Texas, Tyler","-94.3769,30.7703","1.0","0.33202108223748467","0.4887948027302655","0.9675","1.0","0.75","0.464178600683751","0.6441567395133083","0.8331575446371386","0.8818342271429446"
"0.7489126764420753","7","5","North Carolina, Anson","-80.0995,34.974","1.0","0.41533302046820525","0.550797515463639","0.9682","0.8063103832514279","0.75","0.6271053949784581","0.5627304600978258","0.9388152294726795","0.8966772022063686"
"0.7485483883375125","7","5","North Carolina, Edgecombe","-77.5944,35.9123","1.0","0.40986440838374955","0.5759854423565465","0.9089","0.8063103832514279","0.825","0.46465461941177205","0.5878652729484978","0.937150928640042","0.888001686131311"
"0.7483622309959128","7","10","Colorado, Morgan","-103.8093,40.2628","0.931818181818182","0.5856799835258808","0.500302157318052","0.681","0.8148711132627636","1.0","0.4558536493091615","0.5191044408593759","0.8112890248859467","0.8212853544071852"
"0.747733986368814","7","5","Georgia, Terrell","-84.4407,31.7753","0.94","0.836391435194485","0.5620011888128879","0.9433","0.9062972990817478","0.5","0.0","0.5858342498966352","0.9151154338389191","0.8950614631862538"
"0.7474109081343265","7","5","Alabama, Macon","-85.6927,32.3876","1.0","0.4523443925789387","0.4773773216318581","0.915","0.9794281020884574","0.825","0.0","0.5918944128138512","0.9763673865245304","0.8248842360822441"
"0.7472069530653147","7","5","South Carolina, Sumter","-80.3794,33.9183","0.929577464788732","0.5675014521006544","0.5669412922173417","0.9624","0.7958875324891607","0.75","0.444130610953138","0.5239446622367122","0.8998641674520294","0.888617688094088"
"0.7465427751792675","7","5","Virginia, Smyth","-81.5334,36.8446","1.0","0.3902615526561524","0.5745982640782249","0.83","0.9640472794805531","0.75","0.5193654280637647","0.6353456481032828","0.9104568428681197","0.7435645599836138"
"0.7464503789050577","7","5","Kansas, Lyon","-96.1528,38.4558","0.851851851851852","0.4948586599001345","0.5600479430594928","0.9379","0.9943758403668713","0.75","0.4945152463629319","0.49908933331939354","0.8353379264546157","0.830910129488655"
"0.7462166253434026","7","5","Texas, Hill","-97.1342,31.9905","1.0","0.35389242006227767","0.5244743812822782","0.7676","1.0","0.825","0.42154112199345994","0.626321192473144","0.8558395852243008","0.8998045844257567"
"0.74612710758615","7","5","Texas, Liberty","-94.8121,30.1515","0.875","0.31617655716375936","0.5566324309383172","0.9933","1.0","0.75","0.6992680512680876","0.4555137084840577","0.9214713118024999","0.9228945468004421"
"0.7450210642329835","7","5","South Carolina, Williamsburg","-79.7277,33.6219","0.933333333333333","0.4443241584987031","0.47104705901374555","0.9717","0.7958875324891607","0.825","0.5896521587749732","0.6037268925796017","0.9658913083814928","0.8600217339325212"
"0.7440382097273012","7","5","North Carolina, Wayne","-78.0003,35.3644","0.942307692307692","0.4269923408733359","0.6046589947962611","0.9427","0.8063103832514279","0.825","0.44852837553341424","0.526341402378779","0.9094391815604104","0.8999059961835322"
"0.7439877900607754","7","5","Alabama, Russell","-85.1842,32.2873","0.95","0.40353020277072077","0.6080550132713158","0.7768","0.9794281020884574","0.75","0.541023371377693","0.46968620728685795","0.957488604302649","0.8929726771281454"
"0.7439093041267363","7","5","Texas, Gray","-100.8129,35.4008","1.0","0.46666713423776485","0.4810415016517869","0.8106","1.0","0.75","0.36005270158223873","0.5287228277828","0.8462111020473968","0.9099150451054212"
"0.7424619331698114","7","5","Texas, Limestone","-96.581,31.5455","0.888888888888889","0.4077141198828467","0.508824890143487","0.9099","1.0","0.75","0.41520542810956385","0.5837920978957992","0.9284145799533806","0.9445677508353018"
"0.7415816441632346","7","5","Georgia, Early","-84.9026,31.3216","0.904761904761905","0.8162019265932576","0.48912046458879027","0.8039","0.9062972990817478","0.5","0.45465426931404546","0.5918944128138512","0.9485788041507812","0.8686810764977003"
"0.7410019161029169","7","10","Texas, Hemphill","-100.2704,35.8376","1.0","0.3751870228822831","0.49575273549213295","0.5912","1.0","1.0","0.32823879575227577","0.46689449529952165","0.7951641724118205","0.930274318963603"
"0.740997269715184","7","5","Texas, Camp","-94.9779,32.972","1.0","0.35945265702709356","0.5638528280482988","0.6291","1.0","0.825","0.4843258215679669","0.579673914473061","0.8999606950600184","0.9167213360247505"
"0.740962373944419","7","5","Georgia, Jefferson","-82.4161,33.0587","1.0","0.37414137133911074","0.5181750973951263","0.9032","0.9062972990817478","0.75","0.45678699706310505","0.5670390838965326","0.9595196293889663","0.901835562486948"
"0.7404431296256248","7","5","Kentucky, Christian","-87.4906,36.8927","0.955555555555556","0.4778475227814802","0.5988010142476997","0.9306","0.8465682912518331","0.825","0.26922469764575513","0.41912465076501093","0.9087478816648555","0.8380492251748626"
"0.739723813592628","7","4","Georgia, Sumter","-84.1982,32.0365","0.95260663507109","0.7771675737839201","0.5656318808450623","0.979","0.9062972990817478","0.32499999999999996","0.4489068676546298","0.5334405085950897","0.9371745883200591","0.9024760217823825"
"0.7386537773252115","7","5","South Carolina, Allendale","-81.3532,32.9884","1.0","0.44210512517028067","0.4798341939207929","0.9978","0.7958875324891607","0.75","0.4373082056223255","0.5878652729484978","0.9446560944119721","0.8839996127015278"
"0.738359565363606","7","10","Kentucky, Wayne","-84.8252,36.8031","1.0","0.3392219195808489","0.4438380687134453","0.7472","0.8465682912518331","1.0","0.5400144267473835","0.6114115319998742","0.9139256346258193","0.7623929439741027"
"0.7380130751813904","7","5","Texas, Waller","-95.9901,30.0106","1.0","0.3670106614613462","0.5692323317643347","0.9265","1.0","0.825","0.0","0.41269877075759065","0.8517348974445991","0.9283311875129135"
"0.7379699023222746","7","5","Georgia, Hancock","-82.9977,33.2722","1.0","0.2787316967843308","0.46773524306986247","0.921","0.9062972990817478","1.0","0.0","0.6476236650502001","0.9399633995308069","0.8392535081265247"
"0.7378272733689784","7","5","Texas, Dawson","-101.9477,32.7426","0.857142857142857","0.44910631614199154","0.5249735925293944","0.8752","1.0","0.75","0.4961145616571645","0.4939129750014257","0.8769707809670645","0.9204524448405774"
"0.7378091477043669","7","5","Alabama, Bibb","-87.1251,32.9964","1.0","0.4530955215794497","0.49893092215234486","0.7189","0.9794281020884574","0.75","0.5096304666888399","0.542700408721451","0.9275843006089176","0.7930350627597215"
"0.7377865820076001","7","5","Mississippi, Yazoo","-90.3966,32.7789","0.927272727272727","0.6140022240138453","0.5170101176610407","0.9405","0.6857426791724135","0.75","0.5797607939420073","0.45839165180163993","0.954107784358248","0.917398283351065"
"0.7376071278890916","7","5","Texas, Frio","-99.108,28.8675","1.0","0.17189452650321854","0.5309948719690261","0.9885","1.0","0.825","0.5517918150284464","0.4377631248108773","0.7750794307123815","0.957834863782422"
"0.7372353567436594","7","5","Oklahoma, Okfuskee","-96.3264,35.4649","1.0","0.2328785894314322","0.42699131862009554","0.9137","0.8135020706085749","1.0","0.47514126465231893","0.5648909983668218","0.9626062252719584","0.9215440292218783"
"0.7370131199563308","7","5","Texas, Potter","-101.894,35.4013","0.949152542372881","0.44715879608919934","0.6549458485849775","0.985","1.0","0.575","0.32484149718559024","0.42544161229202965","0.8597526981257773","0.9364008789670202"
"0.7367720008712146","7","5","Kentucky, Adair","-85.2813,37.1046","1.0","0.3971394165500819","0.5302505005339895","0.9303","0.8465682912518331","0.825","0.39343289617999294","0.5712984652022484","0.9365186478221857","0.7069658837461403"
"0.7364867309618175","7","5","Virginia, Emporia City","-77.5341,36.6946","1.0","0.5380313243370303","0.7057924439353598","0.8656","0.9640472794805531","0.5","0.22557397432959575","0.542700408721451","0.8984912586029776","0.9139482782588574"
"0.7363379566427832","7","5","Georgia, Coffee","-82.8549,31.5489","0.943396226415094","0.5593592987146906","0.5572392675557096","0.9462","0.9062972990817478","0.575","0.4766044176558891","0.46689449529952165","0.8981795324844035","0.9260436796698329"
"0.7363341219205717","7","5","Virginia, Sussex","-77.2579,36.9243","1.0","0.4989952413826963","0.5044610694495952","0.8965","0.9640472794805531","0.75","0.0","0.5561726637917245","0.8844673774648966","0.8449926956658735"
"0.7361688659204294","7","5","North Carolina, Vance","-78.4067,36.3688","0.894736842105263","0.42183398796656624","0.6149459266384973","0.9172","0.8063103832514279","0.825","0.4625808699932369","0.5670390838965326","0.9018580321876615","0.883963839084394"
"0.7361059069302668","7","5","Texas, Wharton","-96.2232,29.2777","0.875","0.45644860754814975","0.5355200981626769","0.7615","1.0","0.75","0.5445483987430787","0.542700408721451","0.8820719263628163","0.914411385808186"
"0.735088745020166","7","5","Iowa, Crawford","-95.382,42.0372","1.0","0.4111327893313703","0.5973518427672669","0.8583","0.8473740414832075","0.75","0.5182513695820467","0.5561726637917245","0.8457237208063241","0.8448029682449582"
"0.7348185683734808","7","5","Florida, Suwannee","-82.991,30.1975","0.982758620689655","0.5724431928141122","0.49200642619981355","0.9312","0.607920244522635","0.75","0.6979936780081383","0.6207997313712245","0.9049321198778097","0.8868668117336056"
"0.7336317853852686","7","5","Texas, Gonzales","-97.4942,29.4563","1.0","0.25141483571566337","0.5253972221246673","0.8762","1.0","0.75","0.504217871610121","0.5380992168517501","0.9105931158051164","0.9122865520420607"
"0.7335084978658745","7","10","Texas, Mitchell","-100.9212,32.3062","1.0","0.2817741360059808","0.4449501958195438","0.6543","1.0","1.0","0.42632983046590234","0.5166605513962695","0.795529622414617","0.8878271533836725"
"0.7334343271313272","7","5","Texas, San Augustine","-94.17,31.3946","1.0","0.5520099546427422","0.46392960807124667","0.7819","1.0","0.5","0.4681697239823083","0.7109436441933698","0.948090132461391","0.8937939619187543"
"0.7330040633741539","7","5","North Carolina, Columbus","-78.658,34.2674","1.0","0.41450244717526313","0.5344238274483578","0.9007","0.8063103832514279","0.75","0.4391226571763956","0.6037268925796017","0.9360193635049165","0.898526208045377"
"0.7329805235305149","7","10","Oklahoma, Greer","-99.5606,34.9354","1.0","0.7964622546525045","0.4286222258321793","0.5387","0.8135020706085749","0.75","0.38488432242544773","0.5734100391661536","0.8440557283075784","0.8427229532635211"
"0.732713795578446","7","5","Georgia, Miller","-84.7315,31.1657","0.8","0.5831834681496868","0.4798779005840982","0.8819","0.9062972990817478","0.75","0.3819893299116503","0.6424111072462477","0.9638171680193051","0.8240602035292185"
"0.7327010525989546","7","5","Oklahoma, Cherokee","-94.9998,35.9069","0.944444444444444","0.41097865884032725","0.5282109781128398","0.9761","0.8135020706085749","0.75","0.4758606671176976","0.5357771420024626","0.9409551691628443","0.9360305957903686"
"0.7326843126286867","7","5","Georgia, Dade","-85.5049,34.8549","1.0","0.28226064068313345","0.5885532800716373","0.9118","0.9062972990817478","0.75","0.5920388771899561","0.5817386943120182","0.9199687655379777","0.7435595360958668"
"0.732615577447591","7","5","Georgia, Stephens","-83.2941,34.5515","0.933333333333333","0.46431492236722827","0.586348611734011","0.7781","0.9062972990817478","0.75","0.40369862695087577","0.6017807168377609","0.8874850127451072","0.8686133046031272"
"0.7324454684645868","7","5","Georgia, Decatur","-84.5762,30.8797","0.923076923076923","0.5283908684880159","0.5566868257670159","0.9806","0.9062972990817478","0.575","0.4287252565584269","0.5287228277828","0.9192560529797303","0.899336308496687"
"0.7315206578196102","7","5","Texas, Madison","-95.93,30.9669","1.0","0.2111624999488705","0.5252743416748684","0.9621","1.0","0.75","0.49681999711005526","0.5016507991249867","0.8864532204189189","0.8872529565418956"
"0.7312314374360852","7","10","Nebraska, Kimball","-103.7148,41.1977","1.0","0.6536119584926465","0.4123595687579835","0.2423","0.8757145219292758","1.0","0.4167666087842323","0.6930510015104033","0.8186115013722949","0.7989010582730417"
"0.7300088829875035","7","5","Texas, Anderson","-95.6535,31.8153","1.0","0.17482066360434972","0.5484869940374867","0.978","1.0","0.75","0.5162143653496695","0.49129758316188105","0.8812599474965737","0.8839697848539224"
"0.7298893815478599","7","10","Nebraska, Dawson","-99.8201,40.8703","1.0","0.2855017503380901","0.49435428437318163","0.7475","0.8757145219292758","1.0","0.45432147332753625","0.5215324091055006","0.8030110288793688","0.8515653340963286"
"0.7296866088365221","7","5","California, Del Norte","-123.8974,41.7423","1.0","0.21559425045246958","0.5196948102126547","0.9968","0.9790478212299321","0.75","0.4948883718735035","0.5517358041566147","0.84449101074394","0.8357011544838725"
